STAFF_REGION,RN_REGION,LEAD_INVESTIGATOR,RN,INVEST_NUM,STATUS_DT,START_DT,END_DT,EQUIP_CATGRY,EQUIP_CAT_DESC,CHECKLIST_NAME,CL_CHK_ITM_COMMENT
REGION 10,R10BEAU,KLANGERL,RN105939607,1123850, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN101687150,1128534, 11/18/2013, 09/19/2013, 09/19/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN104046149,1132754, 11/15/2013, 11/14/2013, 11/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106222052,1128953, 11/15/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106223670,1129442, 11/15/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106967078,1129441, 11/15/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN100209568,1122849, 11/13/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100224674,1116260, 11/13/2013, 10/01/2013, 10/02/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,SHOELSCH,RN102190139,1124242, 11/13/2013, 10/05/2013, 10/07/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The Optical Gas Imagin Camera (OGIC) was utilized by EI, Ms. Cindy Smith during the investigation on October 7, 2013."
REGION 04,R04DFW,GILOPEZ,RN106331135,1123275, 11/08/2013, 09/11/2013, 09/11/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106379894,1121931, 11/08/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106270622,1128819, 11/08/2013, 10/01/2013, 10/01/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106066723,1121930, 11/07/2013, 09/06/2013, 09/06/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106712029,1094298, 11/07/2013, 05/08/2013, 05/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING,
REGION 04,R04DFW,RPUGH,RN106712250,1094403, 11/07/2013, 05/08/2013, 05/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING,
REGION 13,R04DFW,EOVUEGBE,RN106155641,1124065, 11/07/2013, 09/13/2013, 09/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN105858369,1123280, 11/06/2013, 09/11/2013, 09/11/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106045305,1123277, 11/06/2013, 09/11/2013, 09/11/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100210129,1123770, 11/05/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,CORTMANN,RN106318777,1114336, 11/05/2013, 03/14/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106889348,1109985, 11/05/2013, 09/10/2013, 09/10/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,AAGHEDO,RN100222041,1128396, 11/04/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,AAGHEDO,RN102518065,1128338, 11/04/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,AAGHEDO,RN102525987,1128402, 11/04/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,JOSTEWAR,RN100211879,1128436, 11/04/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,JOSTEWAR,RN102018322,1128451, 11/04/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100213198,1123792, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100218049,1123816, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100218999,1123780, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100225945,1123810, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN101190221,1123803, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102037959,1123840, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102185717,1123531, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102266384,1123852, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102532850,1123835, 11/04/2013, 09/12/2013, 09/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106889348,1115848, 11/04/2013, 08/22/2013, 09/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,STATE,RN100213958,1128283, 10/30/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,STATE,RN100225986,1128147, 10/30/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,STATE,RN101613230,1128242, 10/30/2013, 10/25/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN104488358,1122772, 10/29/2013, 08/30/2013, 08/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN102699550,1123272, 10/28/2013, 08/29/2013, 08/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106894108,1123270, 10/28/2013, 08/29/2013, 08/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106894116,1123268, 10/28/2013, 08/29/2013, 08/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,JMALIK,RN106461999,1124037, 10/28/2013, 08/29/2013, 08/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,JMALIK,RN106462047,1124001, 10/28/2013, 08/29/2013, 08/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN104043104,1116051, 10/28/2013, 08/29/2013, 08/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106895667,1123498, 10/26/2013, 08/28/2013, 08/28/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106895675,1123473, 10/26/2013, 08/28/2013, 08/28/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106895758,1123496, 10/26/2013, 08/28/2013, 08/28/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106901291,1122886, 10/25/2013, 08/20/2013, 08/20/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100209949,1124287, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100222207,1124283, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100222900,1124291, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100223775,1124289, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100229319,1124286, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN100543107,1124288, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN102323268,1124285, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN102501020,1124284, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN102984911,1124290, 10/24/2013, 10/21/2013, 10/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN102178613,1121493, 10/23/2013, 09/23/2013, 09/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN104046594,1116760, 10/23/2013, 09/04/2013, 09/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN104046206,1122848, 10/22/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN105242614,1122675, 10/22/2013, 08/21/2013, 08/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106045305,1116409, 10/22/2013, 08/26/2013, 08/26/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106888084,1116401, 10/22/2013, 07/25/2013, 07/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN105858385,1123123, 10/22/2013, 08/22/2013, 08/22/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN105945133,1123126, 10/22/2013, 08/21/2013, 08/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,FRILEY,RN106023161,1060393, 10/22/2013, 02/22/2013, 03/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100209568,1113996, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100210806,1114014, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100211879,1114024, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100216704,1114010, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100217363,1113998, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100219070,1114011, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100221589,1114026, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100223007,1113995, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100223205,1114022, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100224674,1114007, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100225879,1114015, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100706803,1114029, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN101383859,1114023, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102177391,1114012, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102184173,1114008, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102414232,1114021, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN102537289,1114009, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN104997127,1114002, 10/22/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,ANEVANS,RN100210475,1114516, 10/21/2013, 08/02/2013, 08/02/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,ANEVANS,RN100224740,1114523, 10/21/2013, 08/02/2013, 08/02/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,ANEVANS,RN100574243,1114493, 10/21/2013, 08/02/2013, 08/02/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,JOSTEWAR,RN100212109,1123961, 10/21/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,JOSTEWAR,RN100216704,1123357, 10/21/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,JOSTEWAR,RN100217363,1123946, 10/21/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,JOSTEWAR,RN102537289,1123958, 10/21/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100210319,1113994, 10/21/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100217207,1113992, 10/21/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100225085,1113991, 10/21/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN101049518,1113993, 10/21/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN105967855,1122907, 10/18/2013, 08/23/2013, 09/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CHORTON,RN100909373,1113794, 10/15/2013, 08/13/2013, 09/17/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106345952,1113349, 10/15/2013, 08/16/2013, 08/16/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106183502,1120806, 10/12/2013, 08/13/2013, 08/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN105858369,1122948, 10/11/2013, 08/14/2013, 08/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN105863344,1116882, 10/11/2013, 08/19/2013, 08/19/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN106371321,1120879, 10/11/2013, 08/20/2013, 08/20/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106331135,1114227, 10/11/2013, 08/14/2013, 08/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106888779,1120766, 10/11/2013, 08/12/2013, 08/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106901234,1120815, 10/11/2013, 08/12/2013, 08/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN104053186,1122834, 10/11/2013, 09/04/2013, 09/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106100415,1123292, 10/11/2013, 09/04/2013, 09/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN100219591,1121122, 10/10/2013, 09/05/2013, 09/05/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN102212925,1121124, 10/10/2013, 09/05/2013, 09/05/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN102325974,1121126, 10/10/2013, 09/05/2013, 09/05/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN102574803,1121121, 10/10/2013, 09/05/2013, 09/05/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN102579307,1121130, 10/10/2013, 09/05/2013, 09/05/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN102800315,1121129, 10/10/2013, 09/05/2013, 09/05/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN105210827,1123144, 10/08/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN105858369,1122240, 10/08/2013, 08/09/2013, 08/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106045305,1122211, 10/08/2013, 08/08/2013, 08/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,JMORRELL,RN105385603,1116192, 10/07/2013, 08/21/2013, 08/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN104045877,1120248, 10/04/2013, 09/16/2013, 09/16/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CHORTON,RN104046008,1113456, 10/04/2013, 08/13/2013, 08/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CHORTON,RN104046008,1114794, 10/04/2013, 08/21/2013, 08/21/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
